no,id1,id2,Date,Pref,Location,LandUse,Crop,Farmer,Collector,Field name in KSAS,x,y,x_53n,y_53n,dsm_AW3D30,AcquisitionDate_S2,B2,B3,B4,B8,B11,B12,AcquisitionId_S1,type,VV,VH,Layer,pH1,pH2,EC,Y1,Humus,CS,FS,Sand,Silt,Clay,TC,TN,CEC,CaO,MgO,K2O,Na2O,BaseSaturation,PAcidAbsCoef,AvailP1,AvailP2,AvailSi1,AvailSi2,HotAvailN,AvailN,UplandAvailN,NH4,NO3,InorgN,FreeIron,WaterExB,Mn,SoilTypeName3,SoilTypeNum,SoilTypeName2,SoilTaxon
1587,G20137,DS WE 5,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6667127,35.18719787,,,-1,,,,,,,,,,,,,6.53,,2.55,,,43.68,24.14,67.83,17.36,14.82,0.86074902,0.074606484,,,,,,,,,69.68,,,1.47,,,0.76632224,,,,,,,,,
1588,G20138,DS WE 10,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6667697,35.18720026,,,-1,,,,,,,,,,,,,6.8,,2.91,,,40.94,25.32,66.26,21.06,12.68,0.932940356,0.081470531,,,,,,,,,72.67,,,1.57,,,0.836141605,,,,,,,,,
1589,G20139,DS WE 15,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6668254,35.18720557,,,-1,,,,,,,,,,,,,6.93,,2.48,,,42.1,23.85,65.95,20.85,13.2,0.864543805,0.07665981,,,,,,,,,66.95,,,1.33,,,0.972105631,,,,,,,,,
1590,G20140,DS WE 20,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6668789,35.18720997,,,-1,,,,,,,,,,,,,6.76,,2.76,,,40.57,23.77,64.35,22.23,13.43,1.026517971,0.09414341,,,,,,,,,62.05,,,1.55,,,0.747948723,,,,,,,,,
1591,G20141,DS WE 25,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6669338,35.18721343,,,-1,,,,,,,,,,,,,6.77,,2.79,,,40.83,23.94,64.77,22.34,12.89,0.927270915,0.081274201,,,,,,,,,64.23,,,1.57,,,0.758972833,,,,,,,,,
1592,G20142,DS WE 30,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6669889,35.18721809,,,-1,,,,,,,,,,,,,6.75,,2.92,,,46.02,22.44,68.46,19.66,11.88,0.95634516,0.086873318,,,,,,,,,47.07,,,1.69,,,1.501262922,,,,,,,,,
1593,G20143,DS WE 35,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6670442,35.1872224,,,-2,,,,,,,,,,,,,6.62,,2.6,,,42.13,22.9,65.03,21.97,13,0.908263991,0.084219323,,,,,,,,,74.03,,,1.58,,,0.920659784,,,,,,,,,
1594,G20144,DS WE 40,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6670979,35.18722662,,,-2,,,,,,,,,,,,,6.43,,1.77,,,59.47,18.15,77.62,13.73,8.66,0.637872176,0.057831739,,,,,,,,,65.59,,,1.18,,,0.832466902,,,,,,,,,
1595,G20145,DS WE 45,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6671533,35.18723102,,,-2,,,,,,,,,,,,,6.44,,2.52,,,59.36,18.07,77.43,14.05,8.52,0.70655505,0.063508169,,,,,,,,,39.17,,,1.22,,,0.935358597,,,,,,,,,
1596,G20146,DS WE 50,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6672074,35.18723611,,,-2,,,,,,,,,,,,,6.39,,2.54,,,46.96,22.77,69.73,19.29,10.98,0.867754499,0.077397712,,,,,,,,,79.48,,,1.23,,,1.159515505,,,,,,,,,
1597,G20147,DS WE 55,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6672621,35.18723984,,,-1,,,,,,,,,,,,,6.27,,2.72,,,45.78,23.74,69.52,19.78,10.7,0.738681183,0.066790914,,,,,,,,,84.11,,,1.22,,,0.854515122,,,,,,,,,
1598,G20148,DS WE 60,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6673169,35.18724386,,,-1,,,,,,,,,,,,,6.33,,2.36,,,43.55,24.13,67.68,21.02,11.3,0.933407954,0.084381361,,,,,,,,,68.31,,,1.4,,,0.986804445,,,,,,,,,
1599,G20149,DS WE 65,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6673715,35.18724871,,,-1,,,,,,,,,,,,,5.96,,2.43,,,56.86,20,76.87,15.73,7.41,0.694879467,0.062664346,,,,,,,,,61.78,,,1.46,,,1.989998476,,,,,,,,,
1600,G20150,DS WE 70,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6674266,35.18725242,,,-1,,,,,,,,,,,,,5.96,,2.42,,,62.31,18.14,80.46,12.88,6.67,0.771521589,0.069563303,,,,,,,,,74.85,,,1.22,,,1.6923475,,,,,,,,,
1601,G20151,DS WE 75,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6674801,35.18725625,,,-1,,,,,,,,,,,,,5.74,,3.49,,,52.44,21.84,74.28,17.64,8.08,0.907196274,0.081127176,,,,,,,,,65.86,,,1.27,,,1.255057794,,,,,,,,,
1602,G20152,DS WE 80,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6675351,35.18726002,,,-1,,,,,,,,,,,,,5.84,,1.63,,,64.22,16.62,80.84,12.59,6.58,0.634454975,0.058688186,,,,,,,,,58.78,,,0.98,,,1.104394954,,,,,,,,,
1603,G20153,DS WE 85,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6675901,35.18726369,,,-1,,,,,,,,,,,,,5.89,,1.78,,,63.12,16.8,79.92,13.67,6.4,0.713832062,0.064099181,,,,,,,,,70.49,,,1,,,1.016202072,,,,,,,,,
1604,G20154,DS WE 90,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6676457,35.18726801,,,-1,,,,,,,,,,,,,6.07,,2.72,,,56.67,19.29,75.95,16.01,8.03,0.855540726,0.075712648,,,,,,,,,61.5,,,0.91,,,1.063973217,,,,,,,,,
1605,G20155,DS WE 95,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6677007,35.1872723,,,-1,,,,,,,,,,,,,6.05,,3.09,,,59.95,17.31,77.26,15.16,7.58,0.758776887,0.067225267,,,,,,,,,44.61,,,1.89,,,1.574756991,,,,,,,,,
1606,G20156,DS WE 100,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6677549,35.1872764,,,-1,,,,,,,,,,,,,6.06,,2.5,,,57.8,18.34,76.15,15.97,7.88,0.774022761,0.070250154,,,,,,,,,51.97,,,1.71,,,1.299154235,,,,,,,,,
1607,G20157,DS WE 105,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6678098,35.1872806,,,-3,,,,,,,,,,,,,6.27,,1.87,,,61.47,16.95,78.43,15.28,6.3,0.669331561,0.060645764,,,,,,,,,59.32,,,1.37,,,0.747948723,,,,,,,,,
1608,G20158,DS WE 110,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6678643,35.1872846,,,-3,,,,,,,,,,,,,6.28,,2.15,,,54.55,20.09,74.64,17.78,7.58,0.847471881,0.07322974,,,,,,,,,60.41,,,1.5,,,0.810418681,,,,,,,,,
1609,G20159,DS WE 115,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.667919,35.18728866,,,-3,,,,,,,,,,,,,6.26,,2.29,,,57.37,17.62,74.99,17.67,7.34,0.9382047,0.08277985,,,,,,,,,58.23,,,1.61,,,0.758972833,,,,,,,,,
1610,G20160,DS WE 120,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6679737,35.18729267,,,-3,,,,,,,,,,,,,6.32,,2.45,,,52.75,18.83,71.57,19.38,9.05,0.909808534,0.08032042,,,,,,,,,65.04,,,1.71,,,0.880238046,,,,,,,,,
1611,G20161,DS WE 125,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6680272,35.18729572,,,-3,,,,,,,,,,,,,6.41,,2.43,,,54.23,17.57,71.79,17.99,10.21,0.941567778,0.083746819,,,,,,,,,70.22,,,1.4,,,0.806743978,,,,,,,,,
1612,G20162,DS WE 130,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6680817,35.18729994,,,-3,,,,,,,,,,,,,6.5,,2.69,,,51.1,19.01,70.11,18.92,10.96,0.97668104,0.085824064,,,,,,,,,57.14,,,1.69,,,0.836141605,,,,,,,,,
1613,G20163,DS WE 135,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6681375,35.18730378,,,-3,,,,,,,,,,,,,6.49,,2.97,,,49.96,19.21,69.17,20.02,10.81,0.874261717,0.07783417,,,,,,,,,68.59,,,1.61,,,0.707526986,,,,,,,,,
1614,G20164,DS WE 140,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.668193,35.18730793,,,-3,,,,,,,,,,,,,6.47,,2.45,,,50.8,19.32,70.12,19.11,10.77,0.808807958,0.072266233,,,,,,,,,65.32,,,1.48,,,0.902286266,,,,,,,,,
1615,G20165,DS WE 145,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6682472,35.18731219,,,-3,,,,,,,,,,,,,6.48,,3.61,,,49.44,19.38,68.83,21.42,9.75,0.841709764,0.075656502,,,,,,,,,75.67,,,1.95,,,0.887587453,,,,,,,,,
1616,G20166,DS WE 150,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6683012,35.18731581,,,-3,,,,,,,,,,,,,6.44,,2.86,,,49.33,18.94,68.27,21.02,10.72,0.916570682,0.08224073,,,,,,,,,72.94,,,1.73,,,0.865539232,,,,,,,,,
1617,G20167,DS WE 155,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6683562,35.18732006,,,-2,,,,,,,,,,,,,6.28,,4.9,,,50.53,18.21,68.74,21.54,9.72,0.994044943,0.08380271,,,,,,,,,94.47,,,1.92,,,1.55270877,,,,,,,,,
1618,G20168,DS WE 160,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6684114,35.18732381,,,-2,,,,,,,,,,,,,6.44,,1.79,,,59.57,15.46,75.03,16.23,8.74,0.889751575,0.078659431,,,,,,,,,73.22,,,1.25,,,0.714876393,,,,,,,,,
1619,G20169,DS WE 165,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6684648,35.18732706,,,-2,,,,,,,,,,,,,6.38,,3.14,,,52.27,17.3,69.57,20.41,10.02,0.922999608,0.082947155,,,,,,,,,73.76,,,1.55,,,0.953732114,,,,,,,,,
1620,G20170,DS WE 170,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6685201,35.18733154,,,-2,,,,,,,,,,,,,6.38,,3.03,,,49.52,19.41,68.93,21.17,9.89,1.070315663,0.09319165,,,,,,,,,77.85,,,1.75,,,0.74427402,,,,,,,,,
1621,G20171,DS WE 175,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6685754,35.1873348,,,-2,,,,,,,,,,,,,6.46,,2.61,,,50.83,18.12,68.95,20.68,10.37,1.016011434,0.090111122,,,,,,,,,95.56,,,1.85,,,0.77734635,,,,,,,,,
1622,G20172,DS WE 180,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6686271,35.18733764,,,2,,,,,,,,,,,,,6.43,,3,,,46.92,20.97,67.9,22.02,10.08,0.980781708,0.086352361,,,,,,,,,90.92,,,1.87,,,0.847165715,,,,,,,,,
1623,G20173,DS WE 185,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6686779,35.18734207,,,2,,,,,,,,,,,,,6.44,,2.84,,,47.79,20.74,68.53,22.07,9.39,1.054517112,0.092002775,,,,,,,,,91.47,,,1.89,,,0.89493686,,,,,,,,,
1624,G20174,TR WE 5,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6662211,35.1915623,,,-1,,,,,,,,,,,,,6.26,,3.65,,,23.42,37.97,61.39,25.88,12.73,1.133048263,0.103365382,,,,,,,,,105.91,,,1.76,,,1.44959891,,,,,,,,,
1625,G20175,TR WE 10,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6662773,35.19156648,,,-1,,,,,,,,,,,,,6.16,,4.07,,,23.19,38.35,61.53,25.97,12.5,1.111681518,0.101060295,,,,,,,,,114.08,,,1.78,,,1.314139389,,,,,,,,,
1626,G20176,TR WE 15,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6663313,35.19157019,,,-1,,,,,,,,,,,,,6.19,,3.03,,,20.51,39.21,59.72,27.36,12.93,1.116477588,0.099989562,,,,,,,,,88.2,,,1.74,,,1.321461525,,,,,,,,,
1627,G20177,TR WE 20,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6663859,35.19157409,,,-1,,,,,,,,,,,,,6.2,,3.06,,,22.05,39.33,61.38,26.23,12.38,1.141448969,0.103014985,,,,,,,,,106.45,,,1.42,,,1.716856885,,,,,,,,,
1628,G20178,TR WE 25,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6664406,35.19157817,,,-1,,,,,,,,,,,,,6.34,,3.52,,,21.47,39.53,61,27.16,11.83,1.083715619,0.09743313,,,,,,,,,111.63,,,1.68,,,1.372716479,,,,,,,,,
1629,G20179,TR WE 30,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6664952,35.19158133,,,-1,,,,,,,,,,,,,6.45,,3.74,,,19.9,44.82,64.72,24.43,10.85,1.094809359,0.099997271,,,,,,,,,114.08,,,1.22,,,2.427104106,,,,,,,,,
1630,G20180,TR WE 35,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6665499,35.19158582,,,-1,,,,,,,,,,,,,6.42,,3.26,,,22.62,38.09,60.71,27.27,12.03,1.04950355,0.095348319,,,,,,,,,94.19,,,0.25,,,3.21057269,,,,,,,,,
1631,G20181,TR WE 40,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6666039,35.19159046,,,-1,,,,,,,,,,,,,6.41,,3.27,,,28.04,33.58,61.62,26.24,12.14,0.985023385,0.087602383,,,,,,,,,105.91,,,1.43,,,1.672924068,,,,,,,,,
1632,G20182,TR WE 45,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6666587,35.19159454,,,-1,,,,,,,,,,,,,6.25,,2.24,,,32.83,33.56,66.38,22.95,10.67,0.907777596,0.086712468,,,,,,,,,88.2,,,1,,,2.525952946,,,,,,,,,
1633,G20183,TR WE 50,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6667139,35.19159788,,,-3,,,,,,,,,,,,,6.25,,3.45,,,27.65,36.97,64.62,24.67,10.71,1.0897383,0.0941752,,,,,,,,,105.09,,,1.93,,,2.266017107,,,,,,,,,
1634,G20184,TR WE 55,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6667685,35.19160215,,,-3,,,,,,,,,,,,,6.2,,3.14,,,27.73,38.27,66,23.67,10.33,0.964580554,0.090367312,,,,,,,,,96.64,,,1.89,,,1.35075007,,,,,,,,,
1635,G20185,TR WE 60,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6668233,35.19160641,,,-3,,,,,,,,,,,,,6.12,,3.55,,,26.36,38.95,65.31,23.93,10.76,1.021271304,0.089510952,,,,,,,,,101.55,,,1.45,,,1.863299611,,,,,,,,,
1636,G20186,TR WE 65,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6668781,35.19160956,,,-3,,,,,,,,,,,,,6.06,,3.74,,,33.78,34.38,68.16,19.83,12.01,0.933936935,0.083553883,,,,,,,,,90.38,,,1.36,,,2.02438661,,,,,,,,,
1637,G20187,TR WE 70,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6669327,35.19161327,,,-3,,,,,,,,,,,,,6.15,,3.02,,,29.07,37.63,66.7,20.81,12.49,0.992679204,0.088033991,,,,,,,,,97.35,,,1.44,,,2.840804807,,,,,,,,,
1638,G20188,TR WE 75,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6669871,35.19161828,,,-3,,,,,,,,,,,,,6.25,,2.58,,,32.23,35.97,68.2,20.09,11.71,0.958201175,0.088686542,,,,,,,,,86.88,,,1.39,,,2.503986537,,,,,,,,,
1639,G20189,TR WE 80,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6670419,35.19162199,,,-3,,,,,,,,,,,,,6.21,,2.98,,,31.22,36.48,67.7,20,12.3,0.906130955,0.082499127,,,,,,,,,93.32,,,1.67,,,2.33923847,,,,,,,,,
1640,G20190,TR WE 85,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6670964,35.19162649,,,-3,,,,,,,,,,,,,6.15,,2.75,,,39.06,32.74,71.81,17.74,10.46,0.806309852,0.076006557,,,,,,,,,81.52,,,1.68,,,1.661940863,,,,,,,,,
1641,G20191,TR WE 90,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6671515,35.19163075,,,-3,,,,,,,,,,,,,6.13,,2.38,,,40.65,31.76,72.41,17.77,9.82,0.822696172,0.074395491,,,,,,,,,82.86,,,1.46,,,1.914554565,,,,,,,,,
1642,G20192,TR WE 95,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6672061,35.19163428,,,-3,,,,,,,,,,,,,6.22,,2.23,,,30.22,37.38,67.6,21.05,11.35,0.845124799,0.08057741,,,,,,,,,71.32,,,1.96,,,2.020725542,,,,,,,,,
1643,G20193,TR WE 100,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6672611,35.19163817,,,-2,,,,,,,,,,,,,6.08,,3.36,,,29.4,39.47,68.88,19.88,11.24,0.924085814,0.084336899,,,,,,,,,76.95,,,1.92,,,1.358072207,,,,,,,,,
1644,G20194,TR WE 105,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6673155,35.19164317,,,-2,,,,,,,,,,,,,6.19,,2.59,,,33.49,37.19,70.67,18.39,10.94,0.823514402,0.073712713,,,,,,,,,71.59,,,1.8,,,1.680246204,,,,,,,,,
1645,G20195,TR WE 110,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6673703,35.1916473,,,-2,,,,,,,,,,,,,6.24,,3.28,,,27.27,42.89,70.16,18.84,11,0.902827817,0.0804,,,,,,,,,59.25,,,1.63,,,1.328783662,,,,,,,,,
1646,G20196,TR WE 115,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6674249,35.19165156,,,-2,,,,,,,,,,,,,6.16,,3.87,,,26.21,45.09,71.29,17.91,10.79,0.785162523,0.068231682,,,,,,,,,71.86,,,1.93,,,1.574075228,,,,,,,,,
1647,G20197,TR WE 120,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6674795,35.1916549,,,-2,,,,,,,,,,,,,6.21,,3.67,,,31.28,31.98,63.25,23.2,13.55,0.884072988,0.080161707,,,,,,,,,77.49,,,1.85,,,2.353882743,,,,,,,,,
1648,G20198,TR WE 125,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6675339,35.19165844,,,-3,,,,,,,,,,,,,6.21,,2.79,,,31.92,37.94,69.86,19.67,10.47,0.828303306,0.073520302,,,,,,,,,67.3,,,1.46,,,1.665601931,,,,,,,,,
1649,G20199,TR WE 130,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6675886,35.19166326,,,-3,,,,,,,,,,,,,6.19,,3.23,,,27.39,42.65,70.04,18.77,11.19,0.786635722,0.070715625,,,,,,,,,81.52,,,1.57,,,2.639446059,,,,,,,,,
1650,G20200,TR WE 135,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6676437,35.19166696,,,-2,,,,,,,,,,,,,6.27,,3.09,,,28.08,41.9,69.98,19.28,10.74,0.724981232,0.064089887,,,,,,,,,82.32,,,1.31,,,1.577736296,,,,,,,,,
1651,G20201,TR WE 140,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6676983,35.19167068,,,-2,,,,,,,,,,,,,6.32,,2.64,,,29.97,42.19,72.16,17.7,10.14,0.771647124,0.07292046,,,,,,,,,82.05,,,1.43,,,1.632652318,,,,,,,,,
1652,G20202,TR WE 145,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6677527,35.19167568,,,-2,,,,,,,,,,,,,6.36,,2.58,,,30.98,39.36,70.34,19.17,10.49,0.836766616,0.073298248,,,,,,,,,101.64,,,1.56,,,1.456921047,,,,,,,,,
1653,G20203,TR WE 150,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6678075,35.19167943,,,-2,,,,,,,,,,,,,6.3,,2.23,,,27.84,44.17,72,18.05,9.95,0.717389445,0.065282306,,,,,,,,,90.1,,,1.34,,,1.281189776,,,,,,,,,
1654,G20204,TR WE 155,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6678623,35.19168425,,,-2,,,,,,,,,,,,,6.26,,3.21,,,30.25,35.82,66.08,22.04,11.89,0.771800308,0.069152452,,,,,,,,,94.93,,,1.26,,,1.676585136,,,,,,,,,
1655,G20205,TR WE 160,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6679169,35.19168795,,,-2,,,,,,,,,,,,,6.22,,2.95,,,28.9,42.7,71.59,19.65,8.75,0.708712558,0.063166364,,,,,,,,,90.91,,,1.5,,,2.170829336,,,,,,,,,
1656,G20206,TR WE 165,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6679711,35.1916913,,,-2,,,,,,,,,,,,,6.13,,3.86,,,23.62,47.58,71.2,20.32,8.48,0.720663156,0.064458971,,,,,,,,,85.27,,,1.7,,,1.442276774,,,,,,,,,
1657,G20207,TR WE 170,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6680263,35.19169593,,,-2,,,,,,,,,,,,,6.13,,2.94,,,25.21,44.01,69.22,21.94,8.85,0.791095691,0.071418513,,,,,,,,,84.73,,,1.67,,,3.097079577,,,,,,,,,
1658,G20208,TR WE 175,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6680807,35.19170075,,,-3,,,,,,,,,,,,,6.07,,3.2,,,23.48,45.47,68.95,22.74,8.31,0.79105355,0.070578177,,,,,,,,,91.71,,,1.88,,,1.823027862,,,,,,,,,
1659,G20209,TR WE 180,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6681358,35.19170413,,,-3,,,,,,,,,,,,,6.4,,3.1,,,28.15,42.32,70.48,20.58,8.95,0.759750521,0.067757698,,,,,,,,,96,,,1.78,,,1.559430955,,,,,,,,,
1660,G20210,TR WE 185,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6681902,35.19170802,,,-3,,,,,,,,,,,,,6.45,,2.41,,,29.03,39.63,68.66,22.07,9.27,0.778493903,0.070776441,,,,,,,,,85.81,,,1.65,,,1.361733275,,,,,,,,,
1661,G20211,TR WE 190,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6682444,35.19171083,,,-3,,,,,,,,,,,,,6.41,,2.87,,,20.02,43.18,63.2,26.2,10.6,0.733342877,0.068096,,,,,,,,,69.17,,,1.97,,,1.511837069,,,,,,,,,
1662,G20212,TR WE 195,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6682998,35.19171361,,,-3,,,,,,,,,,,,,6.42,,3.57,,,18.95,40.52,59.47,28.53,12,0.735749966,0.069460582,,,,,,,,,63,,,1.76,,,1.958487383,,,,,,,,,
1663,G20213,TR WE 200,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6683545,35.19171751,,,-2,,,,,,,,,,,,,6.46,,3.28,,,19.38,40.03,59.4,28.57,12.03,0.79564973,0.072996293,,,,,,,,,82.05,,,2,,,1.475226388,,,,,,,,,
1664,G20214,TR WE 205,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6684095,35.19172251,,,-2,,,,,,,,,,,,,6.54,,3.05,,,19.65,39.02,58.67,29.16,12.17,0.796913703,0.074094474,,,,,,,,,74,,,1.98,,,1.522820273,,,,,,,,,
1665,G20215,TR WE 210,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6684636,35.19172586,,,-2,,,,,,,,,,,,,6.58,,3.28,,,22.03,40.53,62.56,26.25,11.19,0.744043964,0.067538842,,,,,,,,,80.71,,,2.04,,,2.745617035,,,,,,,,,
1666,G20216,TR WE 215,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6685189,35.19173099,,,-2,,,,,,,,,,,,,6.57,,3.55,,,21.3,42.47,63.77,25.45,10.78,0.702091092,0.067744714,,,,,,,,,75.88,,,1.72,,,1.482548524,,,,,,,,,
1667,G20217,TR WE 220,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6685734,35.19173454,,,-2,,,,,,,,,,,,,6.58,,3.71,,,23.17,42.98,66.15,22.44,11.41,0.788008794,0.074155083,,,,,,,,,106.47,,,2.02,,,1.153052391,,,,,,,,,
1668,G20218,TR WE 225,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6686283,35.19173824,,,-2,,,,,,,,,,,,,6.71,,3.66,,,19.89,44.04,63.93,24.98,11.09,0.792170049,0.072629452,,,,,,,,,89.83,,,2.13,,,1.211629481,,,,,,,,,
1669,G20219,TR WE 230,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6686835,35.19174286,,,-2,,,,,,,,,,,,,6.66,,3.68,,,20.33,43.92,64.25,25.43,10.32,0.802079095,0.076530695,,,,,,,,,112.37,,,1.54,,,1.248240162,,,,,,,,,
1670,G20220,TR WE 235,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.668737,35.19174621,,,-2,,,,,,,,,,,,,6.54,,4.35,,,20.28,36.11,56.39,30.66,12.96,0.766420769,0.07172906,,,,,,,,,103.52,,,1.8,,,1.207968413,,,,,,,,,
1671,G20221,TR WE 240,2018,岐阜,海津市海津町,水田,大豆前,福江営農,田中貴,,136.6687989,35.19175126,,,-2,,,,,,,,,,,,,6.59,,3.8,,,18.12,44.64,62.76,26.21,11.02,0.831598909,0.076674965,,,,,,,,,111.3,,,1.92,,,2.372188084,,,,,,,,,
1672,210001,1,,岐阜,,,トマト,,農業技術センター,,,,,,,,,,,,,,,,,,,6.31,,93.4,,,,,,,,,,25.36,538.71,122.62,120.01,32.36,,,175.73,,,,,,,,,,,,,,,,
1673,210002,2,,岐阜,,,トマト,,農業技術センター,,,,,,,,,,,,,,,,,,,6.29,,80.8,,,,,,,,,,23.67,492.37,108.77,112.44,28.14,,,161.36,,,,,,,,,,,,,,,,
1674,210003,3,,岐阜,,,いちご,,農業技術センター,,,,,,,,,,,,,,,,,,,6.91,,51.4,,,,,,,,,,28.23,630.29,99.08,258.71,20.72,,,334.69,,,,,,,,,,,,,,,,
1675,210004,4,,岐阜,,,,,農業技術センター,,,,,,,,,,,,,,,,,,,5.6,,10.03,,,,,,,,,,11.87,82.59,9.57,17.89,3.17,,,32.74,,,,,,,,,,,,,,,,
1676,210005,5,,岐阜,,,,,農業技術センター,,,,,,,,,,,,,,,,,,,5.36,,23.5,,,,,,,,,,12.56,159.56,11.48,12.06,6.62,,,50.02,,,,,,,,,,,,,,,,
